UnitPrice,ShippingCost,Discount,Description,Year,Quarter,Month,DateofWeek,Hour,Country,PaymentMethod,Category,ShipmentProvider,WarehouseLocation,Quantity
-68.62,17.512863414147464,1.163682531,Backpack,2022,Q1,Jan,Mon,6,Netherlands,Credit Card,Stationery,Royal Mail,Amsterdam,23.05697606973247
42.61,18.92,0.12,Office Chair,2022,Q3,Aug,Mon,21,Spain,Credit Card,Furniture,FedEx,Paris,73.98492129621833
9.21,5.97,0.01,Blue Pen,2021,Q1,Mar,Thu,15,Australia,paypall,Electronics,Royal Mail,Paris,72.98561811117412
43.96,16.22,0.29,White Mug,2020,Q4,Dec,Sat,1,United States,paypall,Furniture,DHL,Paris,74.22557780973764
19.91,6.09,0.42,Desk Lamp,2022,Q4,Dec,Sat,9,Sweden,Bank Transfer,Electronics,DHL,Berlin,73.31722457444535
5.01,17.64,0.32,Office Chair,2022,Q1,Mar,Tue,22,Netherlands,paypall,Furniture,UPS,London,77.25849742545915
50.73,24.16,0.08,Backpack,2022,Q4,Nov,Mon,18,Italy,Credit Card,Stationery,DHL,Rome,74.83804249179738
43.28,25.07,0.33,T-shirt,2022,Q1,Mar,Sun,1,Belgium,Bank Transfer,Accessories,DHL,Amsterdam,73.58533757880154
83.17,20.45,0.04,Notebook,2022,Q3,Aug,Wed,1,Spain,Credit Card,Furniture,Royal Mail,Berlin,74.04637472485815
60.2,27.34,0.49,Wireless Mouse,2020,Q1,Mar,Mon,6,United Kingdom,Bank Transfer,Accessories,Royal Mail,Amsterdam,62.2750818249862
18.06,28.68,0.5,Desk Lamp,2020,Q1,Mar,Tue,0,United States,Bank Transfer,Apparel,Royal Mail,London,74.134221180387
12.1,18.43,0.31,Wireless Mouse,2022,Q3,Jul,Sat,16,Sweden,paypall,Electronics,FedEx,Rome,73.74062630924551
84.97,24.93,0.31,Wall Clock,2020,Q3,Jul,Thu,10,Italy,Bank Transfer,Accessories,FedEx,Amsterdam,73.14497280704175
71.67,6.19,0.44,Desk Lamp,2021,Q4,Dec,Sat,8,United Kingdom,paypall,Electronics,Royal Mail,Amsterdam,74.2062332592613
72.33,6.92,0.24,White Mug,2020,Q2,Apr,Mon,19,Spain,Credit Card,Electronics,UPS,Paris,74.12981855900178
57.35,9.27,0.4,Wall Clock,2021,Q3,Jul,Wed,20,France,paypall,Accessories,FedEx,London,74.1617793348512
42.58,26.58,0.05,Backpack,2022,Q1,Mar,Sun,19,Norway,paypall,Apparel,Royal Mail,London,74.17057627666867
87.77,28.55,0.39,White Mug,2021,Q3,Jul,Tue,1,Sweden,Bank Transfer,Electronics,FedEx,Amsterdam,73.25935275305288
74.9,26.69,0.13,Backpack,2021,Q2,Apr,Mon,11,United States,paypall,Furniture,UPS,Berlin,70.82395500017059
2.44,20.01,0.41,USB Cable,2021,Q2,May,Wed,8,United Kingdom,Bank Transfer,Electronics,DHL,Berlin,73.845245748975
33.9,8.86,0.25,Wireless Mouse,2022,Q3,Jul,Fri,23,Belgium,paypall,Stationery,FedEx,London,73.33011554808166
12.19,9.78,0.18,Blue Pen,2022,Q4,Nov,Sat,12,Belgium,paypall,Furniture,FedEx,Berlin,74.96145107315955
39.99,29.27,0.36,USB Cable,2021,Q4,Oct,Wed,0,Belgium,Credit Card,Stationery,FedEx,Berlin,73.37090415528358
63.07,27.38,0.37,White Mug,2022,Q3,Sep,Tue,21,Germany,Credit Card,Stationery,UPS,Rome,73.41997176894753
30.3,27.99,0.46,T-shirt,2022,Q1,Feb,Mon,7,United States,Bank Transfer,Furniture,FedEx,Berlin,74.38936085963127
61.54,10.7,0.38,Desk Lamp,2022,Q3,Sep,Fri,21,Netherlands,Credit Card,Apparel,FedEx,Amsterdam,70.63191426835775
2.48,11.04,0.0,Wall Clock,2022,Q3,Aug,Wed,8,United States,Bank Transfer,Accessories,UPS,London,73.62625567037237
99.12,15.82,0.13,Wireless Mouse,2021,Q3,Aug,Tue,2,France,paypall,Accessories,FedEx,Amsterdam,74.20415271894369
44.15,11.28,0.08,Wireless Mouse,2021,Q3,Sep,Fri,10,France,Bank Transfer,Stationery,UPS,London,63.9687188410969
78.25,6.99,0.37,Backpack,2022,Q2,May,Tue,22,Portugal,Credit Card,Furniture,DHL,Rome,73.42106385935863
98.73,15.42,0.13,White Mug,2022,Q4,Dec,Sat,15,United States,Credit Card,Furniture,DHL,Rome,74.58645025099406
48.9,12.09,0.17,Headphones,2020,Q3,Aug,Mon,5,United States,Bank Transfer,Accessories,FedEx,Paris,74.13536790178725
87.35,5.91,0.1,White Mug,2022,Q4,Nov,Fri,5,Australia,paypall,Furniture,UPS,Rome,73.62562932954596
13.76,7.33,0.34,Blue Pen,2022,Q2,Apr,Fri,4,Portugal,Credit Card,Stationery,UPS,Paris,74.81471431125111
33.9,14.14,0.15,Blue Pen,2021,Q1,Jan,Thu,18,Spain,paypall,Accessories,UPS,Berlin,73.93119898663006
7.96,16.14,0.18,Desk Lamp,2022,Q4,Nov,Tue,21,Sweden,paypall,Apparel,FedEx,Paris,73.70392243801021
72.25,14.21,0.27,Backpack,2021,Q2,May,Tue,23,Portugal,Bank Transfer,Furniture,UPS,Rome,73.81448352921633
27.4,13.9,0.48,Office Chair,2022,Q2,Apr,Sun,22,Germany,Credit Card,Accessories,FedEx,Paris,73.81363421271946
62.67,21.2,0.16,White Mug,2022,Q2,May,Sun,8,Germany,paypall,Furniture,DHL,London,73.16288762656313
46.26,12.18,0.23,Office Chair,2020,Q2,May,Fri,14,Netherlands,Bank Transfer,Apparel,UPS,London,74.02583509161848
15.04,7.8,0.47,Notebook,2021,Q4,Dec,Sun,6,Netherlands,Credit Card,Stationery,FedEx,Amsterdam,74.47941627382778
28.38,23.83,0.15,Notebook,2021,Q2,Jun,Sat,9,Netherlands,paypall,Electronics,Royal Mail,Paris,73.5026005968702
53.92,8.62,0.11,USB Cable,2020,Q1,Mar,Sat,18,France,Credit Card,Accessories,Royal Mail,Paris,73.44841400855337
15.53,14.56,0.04,Desk Lamp,2021,Q3,Jul,Thu,17,Norway,Credit Card,Accessories,DHL,London,73.41546514718253
37.69,5.95,0.01,Office Chair,2021,Q2,Apr,Mon,16,Spain,Credit Card,Apparel,UPS,London,74.41708744336087
5.06,8.4,0.4,Headphones,2022,Q2,Apr,Wed,15,France,paypall,Apparel,DHL,Rome,74.00223014983082
87.75,18.29,0.33,Wall Clock,2022,Q3,Jul,Mon,20,Spain,paypall,Furniture,UPS,Rome,73.8565026222139
57.33,11.85,0.43,Headphones,2020,Q1,Jan,Mon,20,Sweden,paypall,Accessories,FedEx,Berlin,73.37011792290058
42.95,29.62,0.14,White Mug,2021,Q4,Dec,Sun,1,Portugal,Bank Transfer,Stationery,UPS,Paris,73.99130689460833
8.55,8.0,0.05,Headphones,2022,Q3,Sep,Fri,5,United Kingdom,Bank Transfer,Furniture,UPS,Paris,73.18438131147683
16.37,14.32,0.14,Office Chair,2020,Q1,Jan,Fri,13,Italy,Credit Card,Apparel,Royal Mail,Paris,74.66610785228578
45.92,27.22,0.39,Notebook,2021,Q3,Aug,Mon,0,Norway,Credit Card,Stationery,UPS,Berlin,74.37139969535339
70.24,25.18,0.1,Desk Lamp,2020,Q3,Sep,Sat,0,Germany,Credit Card,Apparel,UPS,Rome,74.13892137308193
45.33,14.84,0.16,Backpack,2020,Q3,Aug,Wed,3,Norway,Credit Card,Furniture,UPS,Amsterdam,73.01127879840949
59.99,9.25,0.3,USB Cable,2020,Q4,Nov,Mon,20,Belgium,Bank Transfer,Apparel,FedEx,Berlin,73.64716755719202
30.12,17.91,0.44,Wireless Mouse,2021,Q4,Nov,Sun,3,Norway,Bank Transfer,Stationery,FedEx,London,73.89928989660898
89.39,21.87,0.15,T-shirt,2022,Q3,Jul,Sun,10,Portugal,Credit Card,Apparel,UPS,Berlin,73.67524674869895
32.67,17.68,0.04,Wireless Mouse,2020,Q4,Dec,Fri,8,Australia,Bank Transfer,Stationery,Royal Mail,Paris,75.7698727669444
9.43,10.1,0.29,Wireless Mouse,2020,Q1,Jan,Thu,4,Germany,Bank Transfer,Accessories,FedEx,Berlin,73.76829797915961
65.1,16.73,0.25,T-shirt,2021,Q3,Aug,Mon,15,Belgium,Bank Transfer,Electronics,UPS,Berlin,74.15585384303324
10.66,5.71,0.08,White Mug,2020,Q4,Oct,Tue,3,Portugal,Credit Card,Apparel,UPS,Berlin,73.88824945060469
77.01,15.5,0.28,Office Chair,2021,Q1,Feb,Sat,2,Australia,paypall,Accessories,Royal Mail,Berlin,73.64517426935471
69.93,13.35,0.4,White Mug,2021,Q1,Jan,Mon,16,United Kingdom,Bank Transfer,Furniture,Royal Mail,Berlin,74.29576031933917
34.84,15.98,0.32,White Mug,2022,Q4,Dec,Sun,0,Australia,Bank Transfer,Electronics,Royal Mail,Rome,73.04854755253044
-1.96,17.512863414147464,1.942435906,Backpack,2021,Q4,Nov,Tue,5,Italy,paypall,Accessories,UPS,Amsterdam,24.237535233154787
27.97,7.77,0.45,Desk Lamp,2022,Q3,Sep,Tue,10,Norway,Credit Card,Apparel,FedEx,Berlin,73.9915217286824
-49.54,17.512863414147464,1.594635838,Wireless Mouse,2021,Q1,Feb,Fri,15,France,Bank Transfer,Electronics,UPS,Amsterdam,23.988566727856792
21.24,24.54,0.42,Backpack,2020,Q2,Apr,Thu,5,Portugal,Bank Transfer,Furniture,UPS,Paris,73.86122536943537
47.81,26.97,0.26,USB Cable,2020,Q3,Aug,Sun,1,Belgium,Credit Card,Stationery,DHL,Amsterdam,73.4496679304261
6.83,7.79,0.39,USB Cable,2021,Q2,Jun,Sat,3,France,Bank Transfer,Accessories,UPS,London,74.0257777368563
4.24,29.24,0.41,Notebook,2021,Q1,Jan,Wed,8,Belgium,Credit Card,Stationery,UPS,Berlin,74.14549330547102
90.21,25.07,0.17,Blue Pen,2021,Q4,Nov,Mon,12,Italy,paypall,Electronics,Royal Mail,Rome,73.743588281158
15.98,21.72,0.48,Wireless Mouse,2021,Q1,Feb,Sat,16,Portugal,paypall,Accessories,Royal Mail,Berlin,73.89671204966102
33.3,19.86,0.13,Desk Lamp,2021,Q2,May,Tue,0,Sweden,Bank Transfer,Furniture,Royal Mail,Berlin,73.4832740910802
81.6,21.87,0.21,USB Cable,2020,Q2,Jun,Mon,9,Spain,paypall,Apparel,Royal Mail,Paris,72.24777025476484
82.36,16.88,0.22,Wall Clock,2022,Q4,Dec,Mon,7,Spain,Bank Transfer,Stationery,FedEx,Rome,73.79149754279855
30.9,19.14,0.31,Blue Pen,2021,Q1,Feb,Mon,14,Netherlands,Bank Transfer,Furniture,FedEx,Rome,74.45320903573239
-63.4,17.512863414147464,1.250210319,Blue Pen,2021,Q1,Jan,Sun,12,Spain,Bank Transfer,Apparel,Royal Mail,Amsterdam,21.659067909685298
24.01,26.37,0.39,USB Cable,2022,Q4,Nov,Wed,11,France,paypall,Accessories,UPS,Amsterdam,62.80754180853185
76.97,7.37,0.2,Office Chair,2021,Q4,Dec,Fri,22,Germany,paypall,Apparel,DHL,Amsterdam,72.98674465152378
18.69,21.63,0.44,Office Chair,2020,Q3,Jul,Mon,2,Australia,Credit Card,Furniture,DHL,Berlin,73.69793483009482
50.32,8.47,0.23,T-shirt,2022,Q4,Oct,Tue,19,Netherlands,paypall,Electronics,UPS,Rome,74.0668048501198
43.36,9.88,0.49,Backpack,2021,Q4,Nov,Sat,20,Germany,Bank Transfer,Apparel,UPS,Paris,74.32241832139172
14.53,15.87,0.46,Office Chair,2020,Q1,Mar,Tue,16,Germany,paypall,Apparel,UPS,Paris,65.61718491627417
17.85,21.55,0.23,USB Cable,2021,Q1,Mar,Tue,9,Germany,paypall,Apparel,DHL,Paris,73.13773349685866
8.36,27.79,0.5,Backpack,2020,Q4,Oct,Thu,16,Spain,Credit Card,Electronics,FedEx,Berlin,73.25204820631942
63.75,26.75,0.28,Desk Lamp,2022,Q2,Apr,Sat,22,Netherlands,Bank Transfer,Accessories,UPS,Amsterdam,72.47805529686622
90.37,25.88,0.47,Notebook,2022,Q2,May,Wed,10,Sweden,Bank Transfer,Stationery,FedEx,London,74.51828695492036
68.24,11.17,0.07,Wireless Mouse,2021,Q4,Dec,Mon,10,Australia,paypall,Electronics,UPS,Berlin,73.24415416061198
93.44,6.05,0.02,Notebook,2022,Q1,Mar,Tue,10,France,Credit Card,Furniture,UPS,Paris,72.94995892578977
54.98,13.34,0.1,Wireless Mouse,2022,Q3,Sep,Wed,16,Norway,Bank Transfer,Furniture,FedEx,Rome,73.75943209142228
63.31,8.21,0.3,USB Cable,2022,Q4,Oct,Thu,0,United States,Credit Card,Electronics,Royal Mail,Amsterdam,59.54219358957372
49.07,17.39,0.48,Desk Lamp,2020,Q3,Jul,Sun,11,France,Bank Transfer,Electronics,Royal Mail,London,72.76742059856122
-57.26,17.512863414147464,1.634631297,Headphones,2022,Q3,Jul,Wed,20,Norway,Bank Transfer,Apparel,FedEx,Amsterdam,23.771410620743822
40.88,25.18,0.45,Blue Pen,2020,Q3,Aug,Thu,20,Australia,Bank Transfer,Stationery,Royal Mail,Amsterdam,73.19017075129638
10.14,27.22,0.23,Office Chair,2020,Q3,Jul,Tue,7,Portugal,Bank Transfer,Furniture,Royal Mail,London,70.9087367470273
33.92,23.46,0.36,Office Chair,2020,Q1,Mar,Sat,23,Italy,Credit Card,Electronics,UPS,London,73.87162500783266
49.99,17.512863414147464,0.0,White Mug,2022,Q1,Mar,Thu,9,Portugal,paypall,Stationery,UPS,Amsterdam,33.474554728295104
46.63,24.47,0.15,USB Cable,2021,Q1,Mar,Fri,13,Germany,Credit Card,Accessories,DHL,Amsterdam,60.929023342268685
14.07,11.02,0.15,Headphones,2022,Q3,Sep,Sat,21,Australia,Credit Card,Apparel,FedEx,Paris,73.77484440865643
49.04,6.3,0.44,Blue Pen,2022,Q2,May,Mon,16,United Kingdom,Credit Card,Stationery,Royal Mail,Paris,74.00824709215374
70.11,5.48,0.07,Blue Pen,2021,Q3,Sep,Sat,17,United States,Bank Transfer,Electronics,Royal Mail,Berlin,73.42410869821572
77.49,23.76,0.28,Notebook,2020,Q3,Aug,Sun,7,Italy,Credit Card,Apparel,FedEx,Rome,73.34692478115109
4.59,25.89,0.39,Notebook,2022,Q4,Nov,Fri,19,Spain,Bank Transfer,Electronics,DHL,Amsterdam,72.55072678867853
